OG1_5_4873: Emihu1|449185 Emi219|CAMPEP_0187754512 Emi379|CAMPEP_0187623120 Emi370|CAMPEP_0187672074 Emi374|CAMPEP_0187602470
OG1_5_5874: Emi219|CAMPEP_0187788880 Emi379|CAMPEP_0187640796 Emi374|CAMPEP_0187596532 Emi370|CAMPEP_0187720866 Emihu1|44278
OG1_5_5875: Emi219|CAMPEP_0187737942 Emi379|CAMPEP_0187633980 Emi370|CAMPEP_0187670580 Emi374|CAMPEP_0187609794 Emihu1|454484
OG1_5_5876: Emi219|CAMPEP_0187750386 Emihu1|247904 Emi379|CAMPEP_0187620452 Emi370|CAMPEP_0187678658 Emi374|CAMPEP_0187609826
OG1_5_5878: Emi219|CAMPEP_0187748444 Emihu1|433467 Emi379|CAMPEP_0187645722 Emi374|CAMPEP_0187606670 Emi370|CAMPEP_0187718966
OG1_5_5879: Emi219|CAMPEP_0187748434 Emi374|CAMPEP_0187601254 Emi370|CAMPEP_0187688340 Emihu1|447522 Emi379|CAMPEP_0187617730
OG1_5_5880: Emi219|CAMPEP_0187786452 Emi379|CAMPEP_0187637670 Emi370|CAMPEP_0187722664 Emi374|CAMPEP_0187576144 Emihu1|451602
OG1_5_5881: Emi219|CAMPEP_0187748438 Emi370|CAMPEP_0187733852 Emihu1|216609 Emi374|CAMPEP_0187586310 Emi379|CAMPEP_0187646908
OG1_5_5882: Emi219|CAMPEP_0187786634 Emihu1|454486 Emi379|CAMPEP_0187616872 Emi374|CAMPEP_0187590568 Emi370|CAMPEP_0187734612
OG1_5_5883: Emi219|CAMPEP_0187748816 Emi379|CAMPEP_0187621220 Emi374|CAMPEP_0187583670 Emi370|CAMPEP_0187667456 Emihu1|229503
OG1_5_5884: Emi219|CAMPEP_0187748810 Emi374|CAMPEP_0187588606 Emi370|CAMPEP_0187703800 Emihu1|353504 Emi379|CAMPEP_0187620064
OG1_5_5885: Emi219|CAMPEP_0187749066 Emihu1|465365 Emi379|CAMPEP_0187632724 Emi370|CAMPEP_0187679552 Emi374|CAMPEP_0187591314
OG1_5_5886: Emi219|CAMPEP_0187749080 Emi374|CAMPEP_0187592406 Emi379|CAMPEP_0187621026 Emi370|CAMPEP_0187711654 Emihu1|196702
OG1_5_5887: Emi219|CAMPEP_0187749092 Emihu1|314748 Emi374|CAMPEP_0187599102 Emi370|CAMPEP_0187666004 Emi379|CAMPEP_0187648660
OG1_5_5888: Emi219|CAMPEP_0187749338 Emi379|CAMPEP_0187630134 Emi374|CAMPEP_0187575734 Emi370|CAMPEP_0187682194 Emihu1|96871
OG1_5_5889: Emi219|CAMPEP_0187749366 Emihu1|433309 Emi374|CAMPEP_0187588414 Emi370|CAMPEP_0187672636 Emi379|CAMPEP_0187648896
OG1_5_5890: Emi219|CAMPEP_0187787276 Emi379|CAMPEP_0187653822 Emi374|CAMPEP_0187579830 Emi370|CAMPEP_0187662980 Emihu1|438803
OG1_5_5891: Emi219|CAMPEP_0187749586 Emi370|CAMPEP_0187665846 Emi374|CAMPEP_0187574800 Emi379|CAMPEP_0187655140 Emihu1|108063
OG1_5_5892: Emi219|CAMPEP_0187749600 Emi370|CAMPEP_0187678220 Emi374|CAMPEP_0187588048 Emi379|CAMPEP_0187636916 Emihu1|436528
OG1_5_5893: Emi219|CAMPEP_0187749736 Emi379|CAMPEP_0187623236 Emi370|CAMPEP_0187667500 Emi374|CAMPEP_0187596540 Emihu1|243667
OG1_5_5895: Emi219|CAMPEP_0187788570 Emihu1|456746 Emi374|CAMPEP_0187576006 Emi379|CAMPEP_0187657630 Emi370|CAMPEP_0187734812
OG1_5_5896: Emi219|CAMPEP_0187788918 Emi374|CAMPEP_0187584532 Emihu1|431896 Emi379|CAMPEP_0187640534 Emi370|CAMPEP_0187735984
OG1_5_5897: Emi219|CAMPEP_0187786462 Emi374|CAMPEP_0187591992 Emi379|CAMPEP_0187621056 Emi370|CAMPEP_0187677910 Emihu1|464347
OG1_5_5898: Emi219|CAMPEP_0187748452 Emi379|CAMPEP_0187645304 Emi370|CAMPEP_0187689274 Emi374|CAMPEP_0187589854 Emihu1|429577
OG1_5_5899: Emi219|CAMPEP_0187748460 Emi379|CAMPEP_0187615434 Emi370|CAMPEP_0187719842 Emi374|CAMPEP_0187591272 Emihu1|313654
OG1_5_5900: Emi219|CAMPEP_0187786650 Emi374|CAMPEP_0187595166 Emi379|CAMPEP_0187645386 Emi370|CAMPEP_0187680056 Emihu1|471049
OG1_5_5901: Emi219|CAMPEP_0187786654 Emi374|CAMPEP_0187585186 Emihu1|233463 Emi379|CAMPEP_0187632690 Emi370|CAMPEP_0187675258
OG1_5_5902: Emi219|CAMPEP_0187749094 Emi370|CAMPEP_0187666500 Emi379|CAMPEP_0187621348 Emi374|CAMPEP_0187601938 Emihu1|111890
OG1_5_5903: Emi219|CAMPEP_0187786990 Emi374|CAMPEP_0187589034 Emi370|CAMPEP_0187733508 Emi379|CAMPEP_0187623750 Emihu1|455468
OG1_5_5904: Emi219|CAMPEP_0187749364 Emi379|CAMPEP_0187629028 Emi370|CAMPEP_0187665188 Emi374|CAMPEP_0187588308 Emihu1|453643
OG1_5_5905: Emi219|CAMPEP_0187749370 Emi379|CAMPEP_0187654202 Emi374|CAMPEP_0187607076 Emi370|CAMPEP_0187678248 Emihu1|445652
OG1_5_5906: Emi219|CAMPEP_0187749380 Emi370|CAMPEP_0187696892 Emi374|CAMPEP_0187586848 Emi379|CAMPEP_0187617428 Emihu1|415026
OG1_5_5907: Emi219|CAMPEP_0187787292 Emihu1|432463 Emi379|CAMPEP_0187629266 Emi370|CAMPEP_0187703910 Emi374|CAMPEP_0187590334
OG1_5_5908: Emi219|CAMPEP_0187749594 Emi374|CAMPEP_0187585678 Emihu1|463302 Emi370|CAMPEP_0187723110 Emi379|CAMPEP_0187648720
OG1_5_5909: Emi219|CAMPEP_0187749744 Emi370|CAMPEP_0187687910 Emihu1|424731 Emi374|CAMPEP_0187589040 Emi379|CAMPEP_0187622062
OG1_5_5910: Emi219|CAMPEP_0187749882 Emihu1|424649 Emi374|CAMPEP_0187609676 Emi379|CAMPEP_0187654486 Emi370|CAMPEP_0187665802
OG1_5_5911: Emi219|CAMPEP_0187750000 Emi379|CAMPEP_0187658800 Emihu1|447800 Emi374|CAMPEP_0187579178 Emi370|CAMPEP_0187710082
OG1_5_5912: Emi219|CAMPEP_0187750006 Emihu1|203191 Emi374|CAMPEP_0187599078 Emi379|CAMPEP_0187629602 Emi370|CAMPEP_0187665826
OG1_5_5913: Emi219|CAMPEP_0187750284 Emihu1|251043 Emi370|CAMPEP_0187699086 Emi379|CAMPEP_0187642362 Emi374|CAMPEP_0187574820
OG1_5_5915: Emi219|CAMPEP_0187748474 Emi374|CAMPEP_0187583164 Emihu1|415737 Emi379|CAMPEP_0187614844 Emi370|CAMPEP_0187677832
OG1_5_5916: Emi219|CAMPEP_0187748660 Emi379|CAMPEP_0187621200 Emi370|CAMPEP_0187666964 Emi374|CAMPEP_0187590436 Emihu1|432582
OG1_5_5917: Emi219|CAMPEP_0187786664 Emihu1|449470 Emi379|CAMPEP_0187621334 Emi374|CAMPEP_0187587820 Emi370|CAMPEP_0187668842
OG1_5_5918: Emi219|CAMPEP_0187786670 Emi374|CAMPEP_0187584390 Emi370|CAMPEP_0187669410 Emi379|CAMPEP_0187623048 Emihu1|214184
OG1_5_5919: Emi219|CAMPEP_0187786878 Emi374|CAMPEP_0187610742 Emihu1|63613 Emi370|CAMPEP_0187728542 Emi379|CAMPEP_0187625698
OG1_5_5920: Emi219|CAMPEP_0187749120 Emihu1|466544 Emi370|CAMPEP_0187715650 Emi379|CAMPEP_0187645972 Emi374|CAMPEP_0187576376
OG1_5_5921: Emi219|CAMPEP_0187749386 Emi374|CAMPEP_0187594814 Emihu1|465579 Emi370|CAMPEP_0187687716 Emi379|CAMPEP_0187637094
OG1_5_5922: Emi219|CAMPEP_0187737872 Emi374|CAMPEP_0187602368 Emi379|CAMPEP_0187628226 Emi370|CAMPEP_0187665946 Emihu1|435072
OG1_5_5923: Emi219|CAMPEP_0187749398 Emi374|CAMPEP_0187605464 Emi370|CAMPEP_0187728976 Emi379|CAMPEP_0187655406 Emihu1|234356
OG1_5_5925: Emi219|CAMPEP_0187749750 Emihu1|438254 Emi374|CAMPEP_0187581798 Emi370|CAMPEP_0187679156 Emi379|CAMPEP_0187646600
OG1_5_5926: Emi219|CAMPEP_0187749752 Emi379|CAMPEP_0187621618 Emi374|CAMPEP_0187588710 Emi370|CAMPEP_0187678790 Emihu1|216712
OG1_5_5927: Emi219|CAMPEP_0187749886 Emi370|CAMPEP_0187688494 Emi374|CAMPEP_0187585348 Emi379|CAMPEP_0187615758 Emihu1|450688
OG1_5_5928: Emi219|CAMPEP_0187750018 Emihu1|457131 Emi370|CAMPEP_0187700104 Emi374|CAMPEP_0187578898 Emi379|CAMPEP_0187624640
OG1_5_5931: Emi219|CAMPEP_0187748484 Emi370|CAMPEP_0187729884 Emihu1|440358 Emi379|CAMPEP_0187653684 Emi374|CAMPEP_0187591412
OG1_5_5932: Emi219|CAMPEP_0187786486 Emihu1|448062 Emi374|CAMPEP_0187606552 Emi370|CAMPEP_0187722784 Emi379|CAMPEP_0187653806
OG1_5_5933: Emi219|CAMPEP_0187786482 Emihu1|455513 Emi379|CAMPEP_0187627290 Emi374|CAMPEP_0187582888 Emi370|CAMPEP_0187693528
OG1_5_5934: Emi219|CAMPEP_0187786690 Emi370|CAMPEP_0187728462 Emi379|CAMPEP_0187654006 Emi374|CAMPEP_0187601064 Emihu1|217412
OG1_5_5935: Emi219|CAMPEP_0187786896 Emi379|CAMPEP_0187622244 Emihu1|210324 Emi374|CAMPEP_0187590146 Emi370|CAMPEP_0187676910
OG1_5_5936: Emi219|CAMPEP_0187749136 Emihu1|212438 Emi374|CAMPEP_0187589840 Emi379|CAMPEP_0187656172 Emi370|CAMPEP_0187693036
OG1_5_5937: Emi219|CAMPEP_0187749406 Emi374|CAMPEP_0187593818 Emi379|CAMPEP_0187653824 Emi370|CAMPEP_0187726804 Emihu1|442908
OG1_5_5938: Emi219|CAMPEP_0187749410 Emihu1|437306 Emi379|CAMPEP_0187656236 Emi370|CAMPEP_0187705734 Emi374|CAMPEP_0187589566
OG1_5_5939: Emi219|CAMPEP_0187749422 Emihu1|433076 Emi379|CAMPEP_0187623968 Emi370|CAMPEP_0187689170 Emi374|CAMPEP_0187586830
OG1_5_5940: Emi219|CAMPEP_0187787322 Emi379|CAMPEP_0187632972 Emi374|CAMPEP_0187582702 Emi370|CAMPEP_0187723782 Emihu1|223861
OG1_5_5941: Emi219|CAMPEP_0187749606 Emihu1|468220 Emi374|CAMPEP_0187611106 Emi379|CAMPEP_0187656054 Emi370|CAMPEP_0187704220
OG1_5_5942: Emi219|CAMPEP_0187749610 Emi374|CAMPEP_0187596342 Emi379|CAMPEP_0187615794 Emi370|CAMPEP_0187707398 Emihu1|466337
OG1_5_5943: Emi219|CAMPEP_0187749764 Emi370|CAMPEP_0187718566 Emi374|CAMPEP_0187592150 Emi379|CAMPEP_0187648944 Emihu1|421349
OG1_5_5944: Emi219|CAMPEP_0187749758 Emi379|CAMPEP_0187622392 Emi370|CAMPEP_0187659376 Emi374|CAMPEP_0187583438 Emihu1|196943
OG1_5_5946: Emi219|CAMPEP_0187749890 Emi374|CAMPEP_0187583220 Emi379|CAMPEP_0187616170 Emihu1|217195 Emi370|CAMPEP_0187666808
OG1_5_5947: Emi219|CAMPEP_0187750156 Emi370|CAMPEP_0187705548 Emi379|CAMPEP_0187642472 Emi374|CAMPEP_0187602726 Emihu1|363991
OG1_5_5948: Emi219|CAMPEP_0187788638 Emi374|CAMPEP_0187580484 Emi379|CAMPEP_0187621688 Emihu1|448894 Emi370|CAMPEP_0187707086
OG1_5_5949: Emi219|CAMPEP_0187750162 Emi379|CAMPEP_0187653910 Emi370|CAMPEP_0187722714 Emi374|CAMPEP_0187583188 Emihu1|61612
OG1_5_5950: Emi219|CAMPEP_0187786492 Emihu1|51173 Emi379|CAMPEP_0187653992 Emi370|CAMPEP_0187722518 Emi374|CAMPEP_0187590718
OG1_5_5951: Emi219|CAMPEP_0187786710 Emi379|CAMPEP_0187642532 Emi374|CAMPEP_0187589560 Emi370|CAMPEP_0187696988 Emihu1|441722
OG1_5_5952: Emi219|CAMPEP_0187786716 Emi370|CAMPEP_0187670374 Emi379|CAMPEP_0187642270 Emi374|CAMPEP_0187588374 Emihu1|359879
OG1_5_5953: Emi219|CAMPEP_0187748856 Emi370|CAMPEP_0187711510 Emi374|CAMPEP_0187589664 Emi379|CAMPEP_0187618608 Emihu1|441425
OG1_5_5954: Emihu1|111458 Emi219|CAMPEP_0187804060 Emi370|CAMPEP_0187697644 Emi374|CAMPEP_0187585728 Emi379|CAMPEP_0187615062
OG1_5_5955: Emi219|CAMPEP_0187737814 Emihu1|440689 Emi374|CAMPEP_0187593026 Emi370|CAMPEP_0187680122 Emi379|CAMPEP_0187642346
OG1_5_5956: Emi219|CAMPEP_0187748860 Emi374|CAMPEP_0187591098 Emi370|CAMPEP_0187688724 Emi379|CAMPEP_0187619766 Emihu1|464775
OG1_5_5957: Emi219|CAMPEP_0187749138 Emi379|CAMPEP_0187631388 Emi370|CAMPEP_0187659772 Emi374|CAMPEP_0187604258 Emihu1|56545
OG1_5_5958: Emi219|CAMPEP_0187749432 Emi374|CAMPEP_0187586174 Emi379|CAMPEP_0187628574 Emi370|CAMPEP_0187688886 Emihu1|467975
OG1_5_5959: Emi219|CAMPEP_0187749434 Emihu1|438460 Emi370|CAMPEP_0187660320 Emi379|CAMPEP_0187647186 Emi374|CAMPEP_0187602832
OG1_5_5960: Emi219|CAMPEP_0187749442 Emi379|CAMPEP_0187615942 Emi370|CAMPEP_0187682298 Emi374|CAMPEP_0187610466 Emihu1|111067
OG1_5_5961: Emi219|CAMPEP_0187787348 Emi370|CAMPEP_0187671472 Emihu1|199701 Emi374|CAMPEP_0187601430 Emi379|CAMPEP_0187625884
OG1_5_5964: Emi219|CAMPEP_0187737940 Emi374|CAMPEP_0187586486 Emihu1|461010 Emi370|CAMPEP_0187672766 Emi379|CAMPEP_0187616228
OG1_5_5966: Emi219|CAMPEP_0187750292 Emi370|CAMPEP_0187668296 Emi379|CAMPEP_0187616220 Emi374|CAMPEP_0187592130 Emihu1|434178
OG1_5_5967: Emi219|CAMPEP_0187748504 Emi374|CAMPEP_0187585294 Emi379|CAMPEP_0187631390 Emi370|CAMPEP_0187673928 Emihu1|110351
OG1_5_5968: Emi219|CAMPEP_0187786732 Emi379|CAMPEP_0187648836 Emi374|CAMPEP_0187587992 Emi370|CAMPEP_0187687560 Emihu1|352114
OG1_5_5969: Emi219|CAMPEP_0187748668 Emi379|CAMPEP_0187630772 Emihu1|254320 Emi370|CAMPEP_0187659866 Emi374|CAMPEP_0187600022
OG1_5_5970: Emi219|CAMPEP_0187786746 Emi370|CAMPEP_0187688394 Emi379|CAMPEP_0187654034 Emi374|CAMPEP_0187610148 Emihu1|94873
OG1_5_5971: Emi219|CAMPEP_0187748878 Emihu1|73427 Emi370|CAMPEP_0187691762 Emi379|CAMPEP_0187638288 Emi374|CAMPEP_0187598094
OG1_5_5972: Emi219|CAMPEP_0187748874 Emihu1|203711 Emi379|CAMPEP_0187655284 Emi370|CAMPEP_0187677784 Emi374|CAMPEP_0187601536
OG1_5_5973: Emi219|CAMPEP_0187787044 Emi370|CAMPEP_0187696866 Emihu1|462889 Emi379|CAMPEP_0187648912 Emi374|CAMPEP_0187580480
OG1_5_5975: Emi219|CAMPEP_0187749452 Emihu1|456249 Emi374|CAMPEP_0187576188 Emi370|CAMPEP_0187730562 Emi379|CAMPEP_0187627892
OG1_5_5976: Emi219|CAMPEP_0187749776 Emi370|CAMPEP_0187718628 Emi379|CAMPEP_0187613100 Emi374|CAMPEP_0187578274 Emihu1|416101
OG1_5_5977: Emi219|CAMPEP_0187749778 Emi370|CAMPEP_0187665334 Emi374|CAMPEP_0187597140 Emi379|CAMPEP_0187637808 Emihu1|461177
OG1_5_5978: Emi219|CAMPEP_0187787676 Emihu1|444963 Emi370|CAMPEP_0187733848 Emi374|CAMPEP_0187581842 Emi379|CAMPEP_0187630356
OG1_5_5979: Emi219|CAMPEP_0187750046 Emihu1|210318 Emi374|CAMPEP_0187605120 Emi370|CAMPEP_0187685874 Emi379|CAMPEP_0187626628
OG1_5_5980: Emi219|CAMPEP_0187750178 Emi379|CAMPEP_0187617628 Emi374|CAMPEP_0187586530 Emi370|CAMPEP_0187687414 Emihu1|424606
OG1_5_5982: Emi219|CAMPEP_0187756086 Emi374|CAMPEP_0187579986 Emi370|CAMPEP_0187725962 Emi379|CAMPEP_0187639470 Emihu1|426843
OG1_5_5983: Emi219|CAMPEP_0187795332 Emihu1|447879 Emi374|CAMPEP_0187579380 Emi370|CAMPEP_0187720904 Emi379|CAMPEP_0187629168
OG1_5_5984: Emi219|CAMPEP_0187738508 Emi379|CAMPEP_0187612782 Emi370|CAMPEP_0187701190 Emi374|CAMPEP_0187575370 Emihu1|357433
OG1_5_5986: Emi219|CAMPEP_0187796032 Emihu1|311691 Emi370|CAMPEP_0187675856 Emi374|CAMPEP_0187611898 Emi379|CAMPEP_0187630848
OG1_5_5989: Emi219|CAMPEP_0187756892 Emi374|CAMPEP_0187592490 Emi370|CAMPEP_0187692200 Emi379|CAMPEP_0187635908 Emihu1|200816
OG1_5_5990: Emi219|CAMPEP_0187738720 Emi374|CAMPEP_0187592552 Emi370|CAMPEP_0187717004 Emi379|CAMPEP_0187637372 Emihu1|103783
OG1_5_5991: Emi219|CAMPEP_0187798958 Emi379|CAMPEP_0187622346 Emi374|CAMPEP_0187577728 Emi370|CAMPEP_0187661976 Emihu1|438313
OG1_5_5992: Emi219|CAMPEP_0187758006 Emihu1|196476 Emi374|CAMPEP_0187600764 Emi370|CAMPEP_0187713810 Emi379|CAMPEP_0187621746
OG1_5_5993: Emi219|CAMPEP_0187758188 Emihu1|452649 Emi370|CAMPEP_0187666926 Emi374|CAMPEP_0187601144 Emi379|CAMPEP_0187619244
OG1_5_5994: Emi219|CAMPEP_0187758436 Emi374|CAMPEP_0187579058 Emi379|CAMPEP_0187618050 Emihu1|103292 Emi370|CAMPEP_0187661726
OG1_5_5996: Emi219|CAMPEP_0187758478 Emi379|CAMPEP_0187638780 Emi370|CAMPEP_0187679904 Emihu1|457557 Emi374|CAMPEP_0187602968
OG1_5_5998: Emi219|CAMPEP_0187758864 Emi370|CAMPEP_0187699542 Emihu1|454904 Emi379|CAMPEP_0187639282 Emi374|CAMPEP_0187581606
OG1_5_5999: Emi219|CAMPEP_0187758896 Emi379|CAMPEP_0187641968 Emi370|CAMPEP_0187684822 Emihu1|70636 Emi374|CAMPEP_0187612130
OG1_5_6001: Emi219|CAMPEP_0187759004 Emi370|CAMPEP_0187695624 Emihu1|95402 Emi379|CAMPEP_0187621734 Emi374|CAMPEP_0187603338
OG1_5_6002: Emi219|CAMPEP_0187759138 Emihu1|428161 Emi370|CAMPEP_0187720544 Emi374|CAMPEP_0187612092 Emi379|CAMPEP_0187622574
OG1_5_6004: Emi219|CAMPEP_0187738896 Emi374|CAMPEP_0187590338 Emihu1|441396 Emi370|CAMPEP_0187666858 Emi379|CAMPEP_0187642328
OG1_5_6006: Emi219|CAMPEP_0187801212 Emi370|CAMPEP_0187688680 Emi379|CAMPEP_0187638424 Emi374|CAMPEP_0187577612 Emihu1|432353
OG1_5_6007: Emi219|CAMPEP_0187801218 Emi370|CAMPEP_0187665330 Emihu1|99044 Emi379|CAMPEP_0187647740 Emi374|CAMPEP_0187603376
OG1_5_6008: Emi219|CAMPEP_0187760010 Emi370|CAMPEP_0187664442 Emi379|CAMPEP_0187656628 Emi374|CAMPEP_0187576562 Emihu1|64505
OG1_5_6011: Emi219|CAMPEP_0187802160 Emi379|CAMPEP_0187656626 Emihu1|468448 Emi374|CAMPEP_0187587212 Emi370|CAMPEP_0187700424
OG1_5_6012: Emi219|CAMPEP_0187802074 Emi379|CAMPEP_0187624874 Emi374|CAMPEP_0187611216 Emi370|CAMPEP_0187730132 Emihu1|460993
OG1_5_6013: Emi219|CAMPEP_0187750600 Emi379|CAMPEP_0187649054 Emihu1|434985 Emi370|CAMPEP_0187682848 Emi374|CAMPEP_0187581348
OG1_5_6014: Emi219|CAMPEP_0187750602 Emi374|CAMPEP_0187577916 Emi379|CAMPEP_0187653004 Emi370|CAMPEP_0187733166 Emihu1|204745
OG1_5_6015: Emi219|CAMPEP_0187750606 Emi370|CAMPEP_0187711398 Emi374|CAMPEP_0187583970 Emi379|CAMPEP_0187642216 Emihu1|363813
OG1_5_6017: Emi219|CAMPEP_0187750710 Emihu1|430738 Emi374|CAMPEP_0187604850 Emi379|CAMPEP_0187614830 Emi370|CAMPEP_0187734332
OG1_5_6018: Emi219|CAMPEP_0187750956 Emihu1|436624 Emi374|CAMPEP_0187575832 Emi370|CAMPEP_0187711504 Emi379|CAMPEP_0187613392
OG1_5_6019: Emi219|CAMPEP_0187751226 Emi379|CAMPEP_0187649806 Emi370|CAMPEP_0187674856 Emi374|CAMPEP_0187575630 Emihu1|433605
OG1_5_6020: Emi219|CAMPEP_0187790688 Emi379|CAMPEP_0187649960 Emi374|CAMPEP_0187589016 Emi370|CAMPEP_0187711816 Emihu1|455148
OG1_5_6021: Emi219|CAMPEP_0187751432 Emi374|CAMPEP_0187580848 Emi370|CAMPEP_0187674896 Emi379|CAMPEP_0187645648 Emihu1|436010
OG1_5_6023: Emi219|CAMPEP_0187751674 Emihu1|455268 Emi370|CAMPEP_0187678654 Emi379|CAMPEP_0187642542 Emi374|CAMPEP_0187599040
OG1_5_6024: Emi219|CAMPEP_0187751950 Emi379|CAMPEP_0187642506 Emi374|CAMPEP_0187588014 Emi370|CAMPEP_0187679208 Emihu1|454744
OG1_5_6025: Emi219|CAMPEP_0187752164 Emihu1|453976 Emi379|CAMPEP_0187643718 Emi374|CAMPEP_0187579474 Emi370|CAMPEP_0187689530
OG1_5_6027: Emi219|CAMPEP_0187752428 Emi370|CAMPEP_0187692852 Emi379|CAMPEP_0187654264 Emi374|CAMPEP_0187592000 Emihu1|438115
OG1_5_6028: Emi219|CAMPEP_0187752692 Emi370|CAMPEP_0187665824 Emi374|CAMPEP_0187585806 Emi379|CAMPEP_0187639586 Emihu1|107291
OG1_5_6030: Emi219|CAMPEP_0187752902 Emi374|CAMPEP_0187609228 Emi379|CAMPEP_0187655594 Emi370|CAMPEP_0187665128 Emihu1|449838
OG1_5_6031: Emi219|CAMPEP_0187752908 Emi370|CAMPEP_0187735528 Emi374|CAMPEP_0187587940 Emihu1|219693 Emi379|CAMPEP_0187637316
OG1_5_6032: Emi219|CAMPEP_0187752900 Emi374|CAMPEP_0187593018 Emi379|CAMPEP_0187625836 Emi370|CAMPEP_0187670732 Emihu1|100838
OG1_5_6033: Emi219|CAMPEP_0187752914 Emi379|CAMPEP_0187652034 Emi370|CAMPEP_0187667990 Emi374|CAMPEP_0187578040 Emihu1|365435
OG1_5_6034: Emi219|CAMPEP_0187753708 Emi374|CAMPEP_0187587916 Emi370|CAMPEP_0187682790 Emi379|CAMPEP_0187620596 Emihu1|308169
OG1_5_6035: Emi219|CAMPEP_0187792850 Emihu1|366332 Emi370|CAMPEP_0187727002 Emi379|CAMPEP_0187630194 Emi374|CAMPEP_0187584916
OG1_5_6036: Emi219|CAMPEP_0187754186 Emi370|CAMPEP_0187713112 Emihu1|433840 Emi374|CAMPEP_0187591174 Emi379|CAMPEP_0187632122
OG1_5_6037: Emi219|CAMPEP_0187793012 Emi370|CAMPEP_0187706328 Emi374|CAMPEP_0187588392 Emi379|CAMPEP_0187649920 Emihu1|234588
OG1_5_6038: Emi219|CAMPEP_0187754196 Emi379|CAMPEP_0187635788 Emi370|CAMPEP_0187731606 Emihu1|311357 Emi374|CAMPEP_0187593160
OG1_5_6039: Emi219|CAMPEP_0187738308 Emi370|CAMPEP_0187699794 Emi374|CAMPEP_0187606550 Emi379|CAMPEP_0187616348 Emihu1|310364
OG1_5_6042: Emi219|CAMPEP_0187754958 Emi370|CAMPEP_0187672248 Emi374|CAMPEP_0187592822 Emi379|CAMPEP_0187630340 Emihu1|464767
OG1_5_6043: Emi219|CAMPEP_0187794646 Emi370|CAMPEP_0187718952 Emi379|CAMPEP_0187616776 Emi374|CAMPEP_0187609960 Emihu1|415328
OG1_5_6044: Emi219|CAMPEP_0187794650 Emi379|CAMPEP_0187646112 Emi370|CAMPEP_0187674332 Emi374|CAMPEP_0187603694 Emihu1|421838
OG1_5_6045: Emi219|CAMPEP_0187756550 Emi379|CAMPEP_0187630218 Emi374|CAMPEP_0187591514 Emi370|CAMPEP_0187703378 Emihu1|453623
OG1_5_6046: Emi219|CAMPEP_0187796410 Emihu1|428156 Emi374|CAMPEP_0187590264 Emi370|CAMPEP_0187667222 Emi379|CAMPEP_0187633798
OG1_5_6047: Emi219|CAMPEP_0187796746 Emi370|CAMPEP_0187695368 Emi374|CAMPEP_0187588020 Emihu1|199787 Emi379|CAMPEP_0187623356
OG1_5_6048: Emi219|CAMPEP_0187757074 Emi379|CAMPEP_0187645294 Emi370|CAMPEP_0187697496 Emi374|CAMPEP_0187584976 Emihu1|433299
OG1_5_6049: Emi219|CAMPEP_0187757280 Emi370|CAMPEP_0187687176 Emi379|CAMPEP_0187616978 Emi374|CAMPEP_0187594456 Emihu1|447448
OG1_5_6050: Emi219|CAMPEP_0187798250 Emi379|CAMPEP_0187633478 Emi370|CAMPEP_0187682116 Emihu1|95072 Emi374|CAMPEP_0187603462
OG1_5_6051: Emi219|CAMPEP_0187757446 Emi370|CAMPEP_0187701830 Emi379|CAMPEP_0187625854 Emi374|CAMPEP_0187602066 Emihu1|115100
OG1_5_6052: Emi219|CAMPEP_0187758012 Emihu1|355695 Emi379|CAMPEP_0187615706 Emi374|CAMPEP_0187578494 Emi370|CAMPEP_0187662278
OG1_5_6053: Emi219|CAMPEP_0187758496 Emi379|CAMPEP_0187634682 Emi370|CAMPEP_0187672034 Emihu1|457010 Emi374|CAMPEP_0187605380
OG1_5_6054: Emi219|CAMPEP_0187738790 Emihu1|456411 Emi374|CAMPEP_0187580170 Emi379|CAMPEP_0187656292 Emi370|CAMPEP_0187669954
OG1_5_6055: Emi219|CAMPEP_0187758610 Emi374|CAMPEP_0187581386 Emi379|CAMPEP_0187626864 Emi370|CAMPEP_0187730806 Emihu1|433854
OG1_5_6056: Emi219|CAMPEP_0187738798 Emi379|CAMPEP_0187633876 Emi370|CAMPEP_0187697908 Emihu1|235881 Emi374|CAMPEP_0187575958
OG1_5_6057: Emi219|CAMPEP_0187758686 Emihu1|466477 Emi379|CAMPEP_0187632956 Emi370|CAMPEP_0187684918 Emi374|CAMPEP_0187599994
OG1_5_6058: Emi219|CAMPEP_0187758768 Emi370|CAMPEP_0187732634 Emi379|CAMPEP_0187619798 Emi374|CAMPEP_0187583594 Emihu1|230704
OG1_5_6059: Emi219|CAMPEP_0187758892 Emi374|CAMPEP_0187583986 Emi370|CAMPEP_0187701388 Emi379|CAMPEP_0187620144 Emihu1|120387
OG1_5_6060: Emi219|CAMPEP_0187758898 Emihu1|433093 Emi370|CAMPEP_0187686374 Emi374|CAMPEP_0187611302 Emi379|CAMPEP_0187656366
OG1_5_6061: Emi219|CAMPEP_0187759006 Emi374|CAMPEP_0187596618 Emi370|CAMPEP_0187698028 Emi379|CAMPEP_0187637696 Emihu1|209008
OG1_5_6062: Emi219|CAMPEP_0187759458 Emihu1|464192 Emi379|CAMPEP_0187657852 Emi370|CAMPEP_0187693222 Emi374|CAMPEP_0187596266
