KeggID	Kegg Definition	Module ID	Module Definition	Submodule1	Submodule2	SuperModule
K01678	E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01679	E4.2.1.2B, fumC; fumarate hydratase, class II [EC:4.2.1.2]	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K08691	mcl; malyl-CoA lyase [EC:4.1.3.24]	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14449	K14449, mch; mesaconyl-CoA hydratase	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14470	mct; mesaconyl-CoA C1-C4 CoA transferase	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K09709	meh; mesaconyl-C4 CoA hydratase	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K02160	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01964	K01964; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15037	K15037; biotin carboxyl carrier protein	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15036	K15036; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14468	mcr; malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15017	K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15039	K15039; 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14469	K14469; acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15018	K15018; 3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15019	K15019; 3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15020	K15020; acryloyl-coenzyme A reductase [EC:1.3.1.84]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01965	PCCA, pccA; propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15052	K15052; propionyl-CoA carboxylase [EC:6.4.1.3]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K05606	MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01847	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01848	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01849	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K11942	E5.4.99.2; methylmalonyl-CoA mutase [EC:5.4.99.2]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15038	K15038; succinyl-CoA reductase [EC:1.2.1.76]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14465	K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14466	K14466; 4-hydroxybutyryl-CoA synthetase (4-hydroxybutyrate-CoA ligase, AMP-forming) [EC:6.2.1.-]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14467	K14467; 4-hydroxybutyryl-CoA synthetase (4-hydroxybutyrate-CoA ligase, AMP-forming) [EC:6.2.1.-]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14534	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15016	K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01715	crt; enoyl-CoA hydratase [EC:4.2.1.17]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01782	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00169	porA; pyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.1]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00170	porB; pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00171	porD; pyruvate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.1]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00172	porG; pyruvate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.1]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K03737	nifJ; putative pyruvate-flavodoxin oxidoreductase [EC:1.2.7.-]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01007	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01676	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01679	E4.2.1.2B, fumC; fumarate hydratase, class II [EC:4.2.1.2]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01678	E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00239	sdhA; succinate dehydrogenase flavoprotein subunit [EC:1.3.99.1]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00240	sdhB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.99.1]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00241	sdhC; succinate dehydrogenase cytochrome b556 subunit	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00242	sdhD; succinate dehydrogenase membrane anchor subunit	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.99.1]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.99.1]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00246	frdC; fumarate reductase subunit C	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00247	frdD; fumarate reductase subunit D	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15038	K15038; succinyl-CoA reductase [EC:1.2.1.76]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15017	K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14465	K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14466	K14466; 4-hydroxybutyryl-CoA synthetase (4-hydroxybutyrate-CoA ligase, AMP-forming) [EC:6.2.1.-]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14467	K14467; 4-hydroxybutyryl-CoA synthetase (4-hydroxybutyrate-CoA ligase, AMP-forming) [EC:6.2.1.-]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14534	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15016	K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01715	crt; enoyl-CoA hydratase [EC:4.2.1.17]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01782	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00198	cooS, acsA; carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.99.2 1.2.7.4]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K05299	fdhA1; formate dehydrogenase alpha subunit [EC:1.2.1.43]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15022	fdhB1; formate dehydrogenase beta subunit [EC:1.2.1.43]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01938	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00297	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15023	acsE; 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K14138	acsB; acetyl-CoA synthase [EC:2.3.1.169]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00197	cdhE, acsC; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00194	cdhD, acsD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway) [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00625	E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K15024	K15024; putative phosphotransacetylase [EC:2.3.1.8]	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K00925	ackA; acetate kinase [EC:2.7.2.1]	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map01200 map00720]	Carbon fixation	Energy metabolism	Pathway module
K02588	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K02586	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K02591	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K00531	anfG; nitrogenase delta subunit [EC:1.18.6.1]	M00175	Nitrogen fixation, nitrogen => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K00367	narB; ferredoxin-nitrate reductase [EC:1.7.7.2]	M00531	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K10534	NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]	M00531	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K00372	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.4]	M00531	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K00360	nasB; assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.4]	M00531	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K00366	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]	M00531	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K17877	NIT-6; nitrite reductase (NAD(P)H) [EC:1.7.1.4]	M00531	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K00370	narG; nitrate reductase alpha subunit [EC:1.7.99.4]	M00530	Dissimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
K00371	narH; nitrate reductase beta subunit [EC:1.7.99.4]	M00530	Dissimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	Nitrogen metabolism	Energy metabolism	Pathway module
