KeggID	K1_Kegg Definition	K1_Pathway	K1_Subgroup	K1_Group
K00196	cooF; carbon-monoxide dehydrogenase iron sulfur subunit	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K03518	coxS; carbon-monoxide dehydrogenase small subunit [EC:1.2.99.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K03519	coxM, cutM; carbon-monoxide dehydrogenase medium subunit [EC:1.2.99.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K03520	coxL, cutL; carbon-monoxide dehydrogenase large subunit [EC:1.2.99.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00192	cdhA; acetyl-CoA decarbonylase/synthase complex subunit alpha [EC:1.2.7.4]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00195	cdhB; acetyl-CoA decarbonylase/synthase complex subunit epsilon	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K05299	fdhA1; formate dehydrogenase alpha subunit [EC:1.2.1.43]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K15022	fdhB1; formate dehydrogenase beta subunit [EC:1.2.1.43]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01938	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00297	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K15023	acsE; 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14138	acsB; acetyl-CoA synthase [EC:2.3.1.169]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00197	cdhE, acsC; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00194	cdhD, acsD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K10944	pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K10945	pmoB-amoB; methane/ammonia monooxygenase subunit B	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K10946	pmoC-amoC; methane/ammonia monooxygenase subunit C	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16157	mmoX; methane monooxygenase component A alpha chain [EC:1.14.13.25]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16158	mmoY; methane monooxygenase component A beta chain [EC:1.14.13.25]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16159	mmoZ; methane monooxygenase component A gamma chain [EC:1.14.13.25]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16160	mmoB; methane monooxygenase regulatory protein B	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16161	mmoC; methane monooxygenase component C [EC:1.14.13.25]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16162	mmoD; methane monooxygenase component	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14028	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14029	mdh2, mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K17066	MOX; alcohol oxidase [EC:1.1.3.13]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K10713	fae; 5,6,7,8-tetrahydromethanopterin hydro-lyase [EC:4.2.1.147]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K10714	mtdB; methylene-tetrahydromethanopterin dehydrogenase [EC:1.5.1.-]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00148	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K17067	mdo; methanol:N,N-dimethyl-4-nitrosoaniline oxidoreductase [EC:1.2.99.4]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K03396	gfa; S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01070	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00122	FDH; formate dehydrogenase [EC:1.2.1.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00123	fdoG, fdfH; formate dehydrogenase major subunit [EC:1.2.1.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00124	fdoH; formate dehydrogenase iron-sulfur subunit	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00125	E1.2.1.2B2; formate dehydrogenase, beta subunit [EC:1.2.1.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00126	fdsD; formate dehydrogenase subunit delta [EC:1.2.1.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00127	fdoI; formate dehydrogenase subunit gamma	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00200	fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.99.5]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00201	fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.99.5]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00202	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.99.5]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00203	fwdD, fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.99.5]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K11261	fwdE, fmdE; formylmethanofuran dehydrogenase subunit E [EC:1.2.99.5]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00205	fwdF, fmdF; 4Fe-4S ferredoxin	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K11260	fwdG; 4Fe-4S ferredoxin	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00204	fwdH; 4Fe-4S ferredoxin	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00672	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01499	mch; methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00319	mtd; methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K13942	hmd; 5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00320	mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K15024	K15024; putative phosphotransacetylase [EC:2.3.1.8]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00925	ackA; acetate kinase [EC:2.7.2.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00625	E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01895	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00193	cdhC; acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00577	mtrA2, mtrA; tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00578	mtrB2, mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00579	mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00580	mtrD; tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00581	mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00582	mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00583	mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00584	mtrH; tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14080	mtaA; [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K04480	mtaB; methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14081	mtaC; methanol corrinoid protein	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00317	dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14082	mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16176	mtmB; methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16177	mtmC; monomethylamine corrinoid protein	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14083	mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14084	mttC; trimethylamine corrinoid protein	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16178	mtbB; dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K16179	mtbC; dimethylamine corrinoid protein	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K03388	hdrA; heterodisulfide reductase subunit A [EC:1.8.98.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K03389	hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K03390	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K08264	hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K08265	hdrE; heterodisulfide reductase subunit E [EC:1.8.98.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K17100	DAS; dihydroxyacetone synthase [EC:2.2.1.3]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00863	E2.7.1.29, DAK1, DAK2; dihydroxyacetone kinase [EC:2.7.1.29]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00830	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K11529	gk; glycerate 2-kinase [EC:2.7.1.165]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K08692	mtkB; malate-CoA ligase subunit alpha [EC:6.2.1.9]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K14067	mtkA; malate-CoA ligase subunit beta [EC:6.2.1.9]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00831	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01079	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01752	E4.3.1.17, sdaA; L-serine dehydratase [EC:4.3.1.17]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K17989	SDS, SDH, CHA1; L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00281	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00282	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00283	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00605	gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01948	CPS1; carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00926	arcC; carbamate kinase [EC:2.7.2.2]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01738	cysK; cysteine synthase A [EC:2.5.1.47]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K12339	cysM; cysteine synthase B [EC:2.5.1.47]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K13034	ATCYSC1; L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K17069	MET17; O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01455	E3.5.1.49; formamidase [EC:3.5.1.49]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00249	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K07511	ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K07515	HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K05605	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00140	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K18122	cat2, abfT; 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K18121	GLYR; glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K18120	4hbD, abfH; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00043	gbd; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K08318	yihU; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K18119	K18119, sucD; succinate-semialdehyde dehydrogenase [EC:1.2.1.76]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00209	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.- 1.3.1.44]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K17829	ccrA; crotonyl-CoA reductase [EC:1.3.1.86]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K00248	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]	01200 Carbon metabolism [PATH:ko01200]	Overview	Metabolism
K01647	CS, gltA; citrate synthase [EC:2.3.3.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K01681	ACO, acnA; aconitate hydratase [EC:4.2.1.3]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K01655	LYS21, LYS20; homocitrate synthase [EC:2.3.3.14]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K17450	ACO2; homoaconitase [EC:4.2.1.-]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K01705	LYS4; homoaconitate hydratase [EC:4.2.1.36]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K05824	LYS12; homoisocitrate dehydrogenase [EC:1.1.1.87]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K17753	HICDH; isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K10977	aksA; methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K16792	aksD; methanogen homoaconitase large subunit [EC:4.2.1.114]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K16793	aksE; methanogen homoaconitase small subunit [EC:4.2.1.114]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K10978	aksF; methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K14455	GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00811	ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00813	aspC; aspartate aminotransferase [EC:2.6.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00928	lysC; aspartate kinase [EC:2.7.2.4]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00836	E2.6.1.76, ectB; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00814	GPT, ALT; alanine transaminase [EC:2.6.1.2]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K14272	GGAT; glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44 2.6.1.-]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00619	argA; amino-acid N-acetyltransferase [EC:2.3.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00618	E2.3.1.1; amino-acid N-acetyltransferase [EC:2.3.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K11067	NAGS; N-acetylglutamate synthase [EC:2.3.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K14681	argHA; argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K14682	argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00930	argB; acetylglutamate kinase [EC:2.7.2.8]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K12659	ARG56; N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00818	E2.6.1.11, argD; acetylornithine aminotransferase [EC:2.6.1.11]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
K01438	argE; acetylornithine deacetylase [EC:3.5.1.16]	01210 2-Oxocarboxylic acid metabolism [PATH:ko01210]	Overview	Metabolism
